"Date","Flight ID","Model","ICAO Model","Tail Number","Aircraft ID","Category/Class","Approaches","Hold","Landings","FS Night Landings","FS Day Landings","X-Country","Night","IMC","Simulated Instrument","Ground Simulator","Dual Received","CFI","SIC","PIC","Total Flight Time","CFI Time (HH:MM)","SIC Time (HH:MM)","PIC (HH:MM)","Total Flight Time (HH:MM)","Route","Flight Properties","Comments","Hobbs Start","Hobbs End","Engine Start","Engine End","Engine Time","Flight Start","Flight End","Flying Time","Complex","Constant-speed prop","Flaps","Retract","Tailwheel","High Performance","Turbine","Signature State","Date of Signature","CFI Comment","CFI Certificate","CFI Name","CFI Expiration","Public","Solo Time","Landings - Night, towered Airport","Checkride - Instrument","Instructor Name","Checkride - Commercial"
"2014-08-12","6421982","C-172 P, Cessna  Skyhawk","C172","4XCGC","146461","ASEL","0","","0","0","0","","","","","","","0.00","0.00","0.80","0.80","","","0:48","0:48","","","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","","","","",""
"2014-06-13","6421981","C-172 P, Cessna  Skyhawk","C172","4XCGC","146461","ASEL","0","","0","0","0","1.4","","","","","","0.00","0.00","1.40","1.40","","","1:24","1:24","","","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","","","","",""
"2014-05-31","6421980","C-172 P, Cessna  Skyhawk","C172","4XCGC","146461","ASEL","0","","0","0","0","2.6","","","","","","0.00","0.00","2.60","2.60","","","2:36","2:36","","","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","","","","",""
"2014-05-30","6421979","C-172 P, Cessna  Skyhawk","C172","4XCGC","146461","ASEL","0","","0","0","0","2.7","","","","","","0.00","0.00","2.70","2.70","","","2:42","2:42","","","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","","","","",""
"2014-05-29","6421978","C-172 P, Cessna  Skyhawk","C172","4XCGC","146461","ASEL","0","","0","0","0","0.8","","","","","","0.00","0.00","0.80","0.80","","","0:48","0:48","","","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","","","","",""
"2014-05-23","6421977","C-172 P, Cessna  Skyhawk","C172","4XCGC","146461","ASEL","0","","0","0","0","1.4","","","","","","0.00","0.00","1.40","1.40","","","1:24","1:24","","","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","","","","",""
"2014-04-18","6421976","C-172 P, Cessna  Skyhawk","C172","4XCGC","146461","ASEL","0","","0","0","0","1.2","","","","","","0.00","0.00","1.20","1.20","","","1:12","1:12","","","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","","","","",""
"2014-04-18","6421975","C-172 P, Cessna  Skyhawk","C172","4XCGC","146461","ASEL","0","","0","0","0","0.5","","","","","","0.00","0.00","0.50","0.50","","","0:30","0:30","","","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","","","","",""
"2014-04-12","6421974","C-172 P, Cessna  Skyhawk","C172","4XCGC","146461","ASEL","0","","0","0","0","","","","","","","0.00","0.00","0.80","0.80","","","0:48","0:48","","","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","","","","",""
"2014-03-07","6421973","C-172 P, Cessna  Skyhawk","C172","4XCGC","146461","ASEL","0","","0","0","0","0.7","","","","","","0.00","0.00","0.70","0.70","","","0:42","0:42","","","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","","","","",""
"2014-03-07","6421972","C-172 P, Cessna  Skyhawk","C172","4XCGC","146461","ASEL","0","","0","0","0","0.7","","","","","","0.00","0.00","0.70","0.70","","","0:42","0:42","","","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","","","","",""
"2014-02-19","6421971","C-172 P, Cessna  Skyhawk","C172","4XCGC","146461","ASEL","0","","0","0","0","","","","","","","0.00","0.00","1.00","1.00","","","1:00","1:00","","Solo Time: 1.0","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","1.00","","","",""
"2013-12-27","6421970","C-172 P, Cessna  Skyhawk","C172","4XCGC","146461","ASEL","0","","0","0","0","0.6","","","","","","0.00","0.00","0.60","0.60","","","0:36","0:36","","","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","","","","",""
"2013-12-27","6421969","C-172 P, Cessna  Skyhawk","C172","4XCGC","146461","ASEL","0","","0","0","0","0.6","","","","","","0.00","0.00","0.60","0.60","","","0:36","0:36","","","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","","","","",""
"2013-12-21","6421968","C-172 P, Cessna  Skyhawk","C172","4XCGC","146461","ASEL","0","","0","0","0","","","","","","","0.00","0.00","0.70","0.70","","","0:42","0:42","","Solo Time: 0.7","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","0.70","","","",""
"2013-10-25","6421967","C-172 P, Cessna  Skyhawk","C172","4XCGC","146461","ASEL","0","","0","0","0","0.5","","","","","","0.00","0.00","0.50","0.50","","","0:30","0:30","","","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","","","","",""
"2013-10-25","6421966","C-172 P, Cessna  Skyhawk","C172","4XCGC","146461","ASEL","0","","0","0","0","0.5","","","","","","0.00","0.00","0.50","0.50","","","0:30","0:30","","","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","","","","",""
"2013-10-20","6421965","C-172 P, Cessna  Skyhawk","C172","4XCGC","146461","ASEL","0","","0","0","0","","","","","","","0.00","0.00","0.90","0.90","","","0:54","0:54","","Solo Time: 0.9","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","0.90","","","",""
"2013-03-24","6421964","C-172 P, Cessna  Skyhawk","C172","4XCGC","146461","ASEL","0","","0","0","0","0.6","","","","","","0.00","0.00","0.60","0.60","","","0:36","0:36","","","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","","","","",""
"2013-03-24","6421963","C-172 P, Cessna  Skyhawk","C172","4XCGC","146461","ASEL","0","","0","0","0","0.7","","","","","","0.00","0.00","0.70","0.70","","","0:42","0:42","","","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","","","","",""
"2013-02-08","6421962","C-172 P, Cessna  Skyhawk","C172","4XCGC","146461","ASEL","0","","0","0","0","","","","","","","0.00","0.00","1.20","1.20","","","1:12","1:12","","","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","","","","",""
"2013-01-18","6421961","C-172 P, Cessna  Skyhawk","C172","4XCGC","146461","ASEL","0","","0","0","0","","","","","","","0.00","0.00","1.20","1.20","","","1:12","1:12","","","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","","","","",""
"2012-12-13","6421960","C-172 P, Cessna  Skyhawk","C172","4XCGC","146461","ASEL","0","","0","0","0","","","","","","","0.00","0.00","0.80","0.80","","","0:48","0:48","","Solo Time: 0.8","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","0.80","","","",""
"2012-11-07","6421959","C-172 P, Cessna  Skyhawk","C172","4XCGC","146461","ASEL","0","","0","0","0","","","","","","","0.00","0.00","1.00","1.00","","","1:00","1:00","","Solo Time: 1.0","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","1.00","","","",""
"2012-10-20","6421958","C-172 P, Cessna  Skyhawk","C172","4XCGC","146461","ASEL","0","","0","0","0","1.5","","","","","","0.00","0.00","1.50","1.50","","","1:30","1:30","","","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","","","","",""
"2012-10-20","6421957","C-172 P, Cessna  Skyhawk","C172","4XCGC","146461","ASEL","0","","0","0","0","1.7","","","","","","0.00","0.00","1.70","1.70","","","1:42","1:42","","","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","","","","",""
"2012-08-24","6421956","C-172 P, Cessna  Skyhawk","C172","4XCGC","146461","ASEL","0","","0","0","0","2.1","","","","","","0.00","0.00","2.10","2.10","","","2:06","2:06","","","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","","","","",""
"2012-08-23","6421955","C-172 P, Cessna  Skyhawk","C172","4XCGC","146461","ASEL","0","","0","0","0","","","","","","","0.00","0.00","0.40","0.40","","","0:24","0:24","","Solo Time: 0.4","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","0.40","","","",""
"2012-07-23","6421954","C-172 P, Cessna  Skyhawk","C172","4XCGC","146461","ASEL","0","","0","0","0","","","","","","","0.00","0.00","0.60","0.60","","","0:36","0:36","","","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","","","","",""
"2012-06-23","6421953","C-172 P, Cessna  Skyhawk","C172","4XCGC","146461","ASEL","0","","0","0","0","0.7","","","","","","0.00","0.00","0.70","0.70","","","0:42","0:42","","","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","","","","",""
"2012-06-23","6421952","C-172 P, Cessna  Skyhawk","C172","4XCGC","146461","ASEL","0","","0","0","0","0.6","","","","","","0.00","0.00","0.60","0.60","","","0:36","0:36","","","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","","","","",""
"2012-06-09","6421951","C-172 P, Cessna  Skyhawk","C172","4XCGC","146461","ASEL","0","","0","0","0","","","","","","","0.00","0.00","0.80","0.80","","","0:48","0:48","","","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","","","","",""
"2012-05-30","6421950","C-172 P, Cessna  Skyhawk","C172","4XCGC","146461","ASEL","0","","0","0","0","","","","","","","0.00","0.00","0.80","0.80","","","0:48","0:48","","Solo Time: 0.8","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","0.80","","","",""
"2012-04-09","6421949","C-172 P, Cessna  Skyhawk","C172","4XCGC","146461","ASEL","0","","0","0","0","","","","","","","0.00","0.00","0.60","0.60","","","0:36","0:36","","Solo Time: 0.6","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","0.60","","","",""
"2012-03-22","6421948","C-172 P, Cessna  Skyhawk","C172","4XCGC","146461","ASEL","0","","0","0","0","","","","","","","0.00","0.00","0.80","0.80","","","0:48","0:48","","Solo Time: 0.8","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","0.80","","","",""
"2012-03-02","6421947","C-172 P, Cessna  Skyhawk","C172","4XCGC","146461","ASEL","0","","0","0","0","","","","","","","0.00","0.00","0.90","0.90","","","0:54","0:54","","Solo Time: 0.9","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","0.90","","","",""
"2011-11-25","6421946","C-172 P, Cessna  Skyhawk","C172","4XCGC","146461","ASEL","0","","0","0","0","","","","","","","0.00","0.00","0.50","0.50","","","0:30","0:30","","Solo Time: 0.5","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","0.50","","","",""
"2011-11-10","6421945","C-172 P, Cessna  Skyhawk","C172","4XCGC","146461","ASEL","0","","0","0","0","0.7","","","","","","0.00","0.00","0.70","0.70","","","0:42","0:42","","","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","","","","",""
"2011-11-10","6421944","C-172 P, Cessna  Skyhawk","C172","4XCGC","146461","ASEL","0","","0","0","0","0.8","","","","","","0.00","0.00","0.80","0.80","","","0:48","0:48","","","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","","","","",""
"2011-11-04","6421943","C-172 P, Cessna  Skyhawk","C172","4XCGC","146461","ASEL","0","","0","0","0","","","","","","","0.00","0.00","0.30","0.30","","","0:18","0:18","","Solo Time: 0.3","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","0.30","","","",""
"2011-10-15","6421942","C-172 P, Cessna  Skyhawk","C172","4XCGC","146461","ASEL","0","","0","0","0","","","","","","","0.00","0.00","1.10","1.10","","","1:06","1:06","","Solo Time: 1.1","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","1.10","","","",""
"2011-08-31","6421941","C-172 P, Cessna  Skyhawk","C172","4XCGC","146461","ASEL","0","","0","0","0","0.7","","","","","","0.00","0.00","0.70","0.70","","","0:42","0:42","","","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","","","","",""
"2011-08-31","6421940","C-172 P, Cessna  Skyhawk","C172","4XCGC","146461","ASEL","0","","0","0","0","0.7","","","","","","0.00","0.00","0.70","0.70","","","0:42","0:42","","","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","","","","",""
"2011-07-27","6421939","C-172 P, Cessna  Skyhawk","C172","4XCGC","146461","ASEL","0","","0","0","0","0.8","","","","","","0.00","0.00","0.80","0.80","","","0:48","0:48","","Solo Time: 0.9","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","0.90","","","",""
"2011-07-27","6421938","C-172 P, Cessna  Skyhawk","C172","4XCGC","146461","ASEL","0","","0","0","0","0.8","","","","","","0.00","0.00","0.80","0.80","","","0:48","0:48","","Solo Time: 0.8","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","0.80","","","",""
"2011-07-21","6421937","C-172 P, Cessna  Skyhawk","C172","4XCGC","146461","ASEL","0","","0","0","0","","","","","","","0.00","0.00","0.90","0.90","","","0:54","0:54","","Solo Time: 0.6","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","0.60","","","",""
"2011-06-23","6421936","C-172 P, Cessna  Skyhawk","C172","4XCGC","146461","ASEL","0","","0","0","0","","","","","","","0.00","0.00","0.90","0.90","","","0:54","0:54","","Solo Time: 0.8","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","0.80","","","",""
"2011-05-09","6421935","C-172 P, Cessna  Skyhawk","C172","4XCGC","146461","ASEL","0","","0","0","0","","","","","","","0.00","0.00","0.80","0.80","","","0:48","0:48","","","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","","","","",""
"2011-04-17","6421934","C-172 P, Cessna  Skyhawk","C172","4XCGC","146461","ASEL","0","","0","0","0","","","","","","","0.00","0.00","0.60","0.60","","","0:36","0:36","","","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","","","","",""
"2011-03-31","6421933","C-172 P, Cessna  Skyhawk","C172","4XCGC","146461","ASEL","0","","0","0","0","","","","","","","0.00","0.00","0.80","0.80","","","0:48","0:48","","","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","","","","",""
"2011-03-17","6421932","C-172 P, Cessna  Skyhawk","C172","4XCGC","146461","ASEL","0","","0","0","0","","","","","","","0.00","0.00","0.60","0.60","","","0:36","0:36","","Solo Time: 0.6","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","0.60","","","",""
"2011-03-15","6421931","C-172 P, Cessna  Skyhawk","C172","4XCGC","146461","ASEL","0","","0","0","0","","","","","","","0.00","0.00","0.70","0.70","","","0:42","0:42","","Solo Time: 0.7","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","0.70","","","",""
"2010-12-22","6421930","C-172 M, Cessna  Skyhawk","C172","4XCGV","55874","ASEL","0","","0","0","0","1.4","","","","","","0.00","0.00","1.40","1.40","","","1:24","1:24","","","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","","","","",""
"2010-12-22","6421929","C-172 M, Cessna  Skyhawk","C172","4XCGV","55874","ASEL","0","","0","0","0","","","","","","","0.00","0.00","0.70","0.70","","","0:42","0:42","","","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","","","","",""
"2010-12-14","6421928","C-172 M, Cessna  Skyhawk","C172","4XCGV","55874","ASEL","0","","0","0","0","1.7","","","","","","0.00","0.00","1.70","1.70","","","1:42","1:42","","","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","","","","",""
"2010-12-02","6421927","C-172 M, Cessna  Skyhawk","C172","4XCGV","55874","ASEL","0","","0","0","0","","","","","","","0.00","0.00","1.00","1.00","","","1:00","1:00","","","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","","","","",""
"2010-12-01","6421926","C-172 M, Cessna  Skyhawk","C172","4XCGV","55874","ASEL","0","","0","0","0","","","","","","","0.00","0.00","1.30","1.30","","","1:18","1:18","","","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","","","","",""
"2010-11-25","6421925","C-172 M, Cessna  Skyhawk","C172","4XCGV","55874","ASEL","0","","0","0","0","","","","","","","0.00","0.00","1.30","1.30","","","1:18","1:18","","","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","","","","",""
"2010-11-22","6421924","C-172 M, Cessna  Skyhawk","C172","4XCGV","55874","ASEL","0","","0","0","0","","","","","","","0.00","0.00","1.40","1.40","","","1:24","1:24","","","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","","","","",""
"2010-11-16","6421923","C-172 M, Cessna  Skyhawk","C172","4XCGV","55874","ASEL","0","","0","0","0","","","","","","","0.00","0.00","1.10","1.10","","","1:06","1:06","","","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","","","","",""
"2010-11-10","6421922","C-172 M, Cessna  Skyhawk","C172","4XCGV","55874","ASEL","0","","0","0","0","","","","","","","0.00","0.00","1.30","1.30","","","1:18","1:18","","","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","","","","",""
"2010-11-04","6421921","C-172 M, Cessna  Skyhawk","C172","4XCGV","55874","ASEL","0","","0","0","0","1.5","","","","","","0.00","0.00","1.50","1.50","","","1:30","1:30","","","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","","","","",""
"2010-10-21","6421920","PA44-180, Piper  Seminole","PA44","N3060K","3707","AMEL","0","","0","0","0","","","","","","2.0","0.00","0.00","0.00","2.00","","","","2:00","","","","0.00","0.00","","","","","","","Yes","Yes","Yes","Yes","","","","","","","","","","","","","","",""
"2010-10-21","6421919","PA44-180, Piper  Seminole","PA44","N3060K","3707","AMEL","0","","0","0","0","","","","","","2.0","0.00","0.00","0.00","2.00","","","","2:00","","","","0.00","0.00","","","","","","","Yes","Yes","Yes","Yes","","","","","","","","","","","","","","",""
"2010-10-20","6421918","PA44-180, Piper  Seminole","PA44","N337EP","7270","AMEL","0","","0","0","0","","","","","","2.0","0.00","0.00","0.00","2.00","","","","2:00","","","","0.00","0.00","","","","","","","Yes","Yes","Yes","Yes","","","","","","","","","","","","","","",""
"2010-10-19","6421917","PA44-180, Piper  Seminole","PA44","N3060K","3707","AMEL","0","","0","0","0","","","","","","2.0","0.00","0.00","0.00","2.00","","","","2:00","","","","0.00","0.00","","","","","","","Yes","Yes","Yes","Yes","","","","","","","","","","","","","","",""
"2010-10-18","6421916","PA44-180, Piper  Seminole","PA44","N3060K","3707","AMEL","0","","0","0","0","","","","","","2.0","0.00","0.00","0.00","2.00","","","","2:00","","","","0.00","0.00","","","","","","","Yes","Yes","Yes","Yes","","","","","","","","","","","","","","",""
"2010-10-16","6421915","C-172 M, Cessna  Skyhawk","C172","N12349","118988","ASEL","0","","0","0","0","","","","","","","0.00","0.00","1.00","1.00","","","1:00","1:00","","","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","","","","",""
"2010-10-13","6421914","C-172 M, Cessna  Skyhawk","C172","4XCGL","268","ASEL","0","","0","0","0","2.3","","","","","","0.00","0.00","2.30","2.30","","","2:18","2:18","","","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","","","","",""
"2010-10-08","6421913","C-172 M, Cessna  Skyhawk","C172","4XCGL","268","ASEL","0","","0","0","0","","","","","","","0.00","0.00","0.40","0.40","","","0:24","0:24","","","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","","","","",""
"2010-10-07","6421912","C-172 M, Cessna  Skyhawk","C172","4XCGL","268","ASEL","0","","0","0","0","","","","","","","0.00","0.00","1.50","1.50","","","1:30","1:30","","","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","","","","",""
"2010-10-04","6421911","C-172 M, Cessna  Skyhawk","C172","4XCGL","268","ASEL","0","","0","0","0","","","","","","","0.00","0.00","1.10","1.10","","","1:06","1:06","","","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","","","","",""
"2010-10-03","6421910","C-172 M, Cessna  Skyhawk","C172","4XCGL","268","ASEL","0","","0","0","0","2.4","","","","","","0.00","0.00","2.40","2.40","","","2:24","2:24","","","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","","","","",""
"2010-09-19","6421909","C-172 M, Cessna  Skyhawk","C172","4XCGL","268","ASEL","0","","0","0","0","","","","1.2","","1.3","0.00","0.00","0.00","1.30","","","","1:18","","","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","","","","",""
"2010-09-15","6421908","C-172 M, Cessna  Skyhawk","C172","4XCGL","268","ASEL","0","","0","0","0","1.7","1.7","","","","1.7","0.00","0.00","0.00","1.70","","","","1:42","","","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","","","","",""
"2010-09-13","6421907","C-172 M, Cessna  Skyhawk","C172","4XCGL","268","ASEL","0","","0","0","0","","","","","","","0.00","0.00","1.00","1.00","","","1:00","1:00","","","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","","","","",""
"2010-09-02","6421906","C-172 M, Cessna  Skyhawk","C172","4XCGL","268","ASEL","0","","0","0","0","","","","","","","0.00","0.00","1.30","1.30","","","1:18","1:18","","","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","","","","",""
"2010-08-30","6421905","C-172 M, Cessna  Skyhawk","C172","4XCGV","55874","ASEL","0","","0","0","0","","","","","","","0.00","0.00","1.30","1.30","","","1:18","1:18","","","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","","","","",""
"2010-08-16","6421904","C-172 M, Cessna  Skyhawk","C172","4XCGV","55874","ASEL","0","","0","0","0","","","","","","","0.00","0.00","0.80","0.80","","","0:48","0:48","","","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","","","","",""
"2010-08-05","6421903","C-172 M, Cessna  Skyhawk","C172","4XCGV","55874","ASEL","0","","0","0","0","","","","","","","0.00","0.00","0.90","0.90","","","0:54","0:54","","","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","","","","",""
"2010-08-02","6421902","C-172 M, Cessna  Skyhawk","C172","4XCGV","55874","ASEL","0","","0","0","0","","","","","","","0.00","0.00","1.00","1.00","","","1:00","1:00","","","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","","","","",""
"2010-07-26","6421901","C-172 M, Cessna  Skyhawk","C172","4XCGV","55874","ASEL","0","","0","0","0","","","","","","","0.00","0.00","1.30","1.30","","","1:18","1:18","","","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","","","","",""
"2010-07-14","6421900","C-172 M, Cessna  Skyhawk","C172","4XCGV","55874","ASEL","0","","0","0","0","","","","","","","0.00","0.00","0.80","0.80","","","0:48","0:48","","","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","","","","",""
"2010-06-30","6421899","C-172 M, Cessna  Skyhawk","C172","4XCGL","268","ASEL","0","","0","0","0","","1.1","","","","1.1","0.00","0.00","0.00","1.10","","","","1:06","","","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","","","","",""
"2010-04-07","6421898","C-172 N, Cessna  Skyhawk/100","C172","4XCGQ","47200","ASEL","0","","0","0","0","","","","","","","0.00","0.00","1.40","1.40","","","1:24","1:24","","","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","","","","",""
"2010-03-15","6421897","C-172 N, Cessna  Skyhawk/100","C172","4XCGQ","47200","ASEL","0","","0","0","0","","","","","","","0.00","0.00","0.90","0.90","","","0:54","0:54","","","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","","","","",""
"2010-01-30","6421896","C-172 R, Cessna  Skyhawk","C172","N916TA","501","ASEL","0","","0","0","0","","","","","","","0.00","0.00","2.00","2.00","","","2:00","2:00","","","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","","","","",""
"2010-01-29","6421895","C-172 R, Cessna  Skyhawk","C172","N916TA","501","ASEL","0","","0","0","0","","","","","","","0.00","0.00","2.00","2.00","","","2:00","2:00","","","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","","","","",""
"2010-01-21","6421894","C-172 M, Cessna  Skyhawk","C172","4XCGV","55874","ASEL","0","","0","0","0","","","","","","","0.00","0.00","1.30","1.30","","","1:18","1:18","","1 Night Landing(s) at a Towered Airport","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","","1","","",""
"2009-12-20","6421893","C-172 M, Cessna  Skyhawk","C172","4XCGV","55874","ASEL","0","","0","0","0","","","","","","","0.00","0.00","0.80","0.80","","","0:48","0:48","","","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","","","","",""
"2009-12-06","6421892","C-172 M, Cessna  Skyhawk","C172","4XCGV","55874","ASEL","0","","0","0","0","","","","","","","0.00","0.00","1.30","1.30","","","1:18","1:18","","","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","","","","",""
"2009-12-01","6421891","C-172 M, Cessna  Skyhawk","C172","4XCGV","55874","ASEL","0","","0","0","0","","","","","","","0.00","0.00","1.00","1.00","","","1:00","1:00","","","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","","","","",""
"2009-11-23","6421890","C-152, Cessna","C152","4XCWC","55872","ASEL","0","","0","0","0","","","","","","","0.00","0.00","0.50","0.50","","","0:30","0:30","","","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","","","","",""
"2009-11-20","6421889","C-152, Cessna","C152","4XCSJ","47196","ASEL","0","","0","0","0","","","","","","","0.00","0.00","1.00","1.00","","","1:00","1:00","","","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","","","","",""
"1991-11-23","6421888","C-172 P, Cessna  Skyhawk","C172","4XCGS","206032","ASEL","0","","0","0","0","","","","","","","0.00","0.00","0.30","0.30","","","0:18","0:18","","Solo Time: 0.3","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","0.30","","","",""
"1991-08-25","6421887","C-152, Cessna","C152","4XALY","909","ASEL","0","","0","0","0","","","","","","","0.00","0.00","0.50","0.50","","","0:30","0:30","","Solo Time: 0.5","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","0.50","","","",""
"1991-06-15","6421886","C-152, Cessna","C152","4XALY","909","ASEL","0","","0","0","0","","","","","","","0.00","0.00","0.60","0.60","","","0:36","0:36","","Solo Time: 0.6","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","0.60","","","",""
"1991-02-28","6421885","C-152, Cessna","C152","4XALY","909","ASEL","0","","0","0","0","","","","","","","0.00","0.00","0.60","0.60","","","0:36","0:36","","Solo Time: 0.6","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","0.60","","","",""
"1990-11-17","6421884","C-152, Cessna","C152","4XALY","909","ASEL","0","","0","0","0","","","","","","","0.00","0.00","0.50","0.50","","","0:30","0:30","","Solo Time: 0.5","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","0.50","","","",""
"1990-08-02","6421883","C-172 P, Cessna  Skyhawk","C172","4XCGS","206032","ASEL","0","","0","0","0","","","","","","","0.00","0.00","0.50","0.50","","","0:30","0:30","","Solo Time: 0.5","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","0.50","","","",""
"1990-04-28","6421882","C-172 P, Cessna  Skyhawk","C172","4XCGS","206032","ASEL","0","","0","0","0","","","","","","","0.00","0.00","0.80","0.80","","","0:48","0:48","","","Bi Annual","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","","","","",""
"1990-03-09","6421881","C-172 P, Cessna  Skyhawk","C172","4XCGS","206032","ASEL","0","","0","0","0","","","","","","","0.00","0.00","0.80","0.80","","","0:48","0:48","","Solo Time: 0.8","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","0.80","","","",""
"1989-10-20","6421880","C-172 P, Cessna  Skyhawk","C172","4XCGF","30500","ASEL","0","","0","0","0","0.7","","","","","","0.00","0.00","0.70","0.70","","","0:42","0:42","","","","0.00","0.00","","","","","","","","","Yes","","","","","","","","","","","","","","","",""
